Row,Best_Algorithm
2996,3
2997,4
2998,5
2999,1
3000,7
3001,3
3002,7
3003,6
3004,3
3005,7
3006,6
3007,2
3008,4
3009,7
3010,3
3011,3
3012,6
3013,3
3014,2
3015,3
3016,5
3017,7
3018,7
3019,6
3020,7
3021,7
3022,7
3023,2
3024,6
3025,5
3026,7
3027,2
3028,2
3029,4
3030,7
3031,3
3032,3
3033,6
3034,3
3035,4
3036,4
3037,3
3038,3
3039,5
3040,3
3041,6
3042,3
3043,3
3044,4
3045,7
3046,6
3047,2
3048,5
3049,7
3050,7
3051,5
3052,7
3053,6
3054,4
3055,6
3056,4
3057,5
3058,5
3059,6
3060,6
3061,7
3062,4
3063,7
3064,3
3065,3
3066,1
3067,6
3068,6
3069,6
3070,5
3071,6
3072,3
3073,2
3074,2
3075,3
3076,5
3077,7
3078,1
3079,4
3080,6
3081,4
3082,1
3083,3
3084,5
3085,4
3086,7
3087,3
3088,7
3089,3
3090,6
3091,5
3092,4
3093,3
3094,3
3095,6
3096,7
3097,6
3098,3
3099,3
3100,3
3101,6
3102,3
3103,7
3104,7
3105,3
3106,6
3107,7
3108,5
3109,7
3110,5
3111,6
3112,3
3113,4
3114,6
3115,7
3116,3
3117,7
3118,5
3119,4
3120,3
3121,7
3122,6
3123,7
3124,6
3125,4
3126,7
3127,7
3128,3
3129,1
3130,6
3131,5
3132,7
3133,7
3134,6
3135,4
3136,3
3137,1
3138,3
3139,4
3140,7
3141,7
3142,6
3143,6
3144,7
3145,6
3146,6
3147,7
3148,1
3149,4
3150,5
3151,6
3152,3
3153,3
3154,3
3155,3
3156,3
3157,7
3158,7
3159,7
3160,7
3161,6
3162,4
3163,3
3164,5
3165,7
3166,3
3167,3
3168,5
3169,5
3170,6
3171,7
3172,3
3173,5
3174,7
3175,7
3176,4
3177,3
3178,4
3179,1
3180,7
3181,2
3182,6
3183,2
3184,7
3185,4
3186,4
3187,1
3188,3
3189,2
3190,5
3191,7
3192,6
3193,6
3194,6
3195,3
3196,3
3197,7
3198,7
3199,5
3200,4
3201,7
3202,4
3203,6
3204,3
3205,6
3206,6
3207,2
3208,6
3209,3
3210,1
3211,3
3212,2
3213,6
3214,6
3215,3
3216,3
3217,5
3218,3
3219,1
3220,3
3221,4
3222,3
3223,4
3224,3
3225,2
3226,7
3227,3
3228,6
3229,3
3230,2
3231,3
3232,3
3233,3
3234,3
3235,5
3236,6
3237,6
3238,7
3239,2
3240,7
3241,6
3242,6
3243,6
3244,3
3245,6
3246,6
3247,7
3248,7
3249,7
3250,7
3251,3
3252,7
3253,5
3254,3
3255,5
3256,2
3257,7
3258,4
3259,6
3260,6
3261,7
3262,7
3263,7
3264,6
3265,7
3266,3
3267,3
3268,6
3269,7
3270,4
3271,6
3272,7
3273,4
3274,3
3275,3
3276,6
3277,1
3278,3
3279,1
3280,4
3281,1
3282,4
3283,5
3284,1
3285,7
3286,4
3287,3
3288,5
3289,5
3290,7
3291,7
3292,4
3293,4
3294,3
3295,6
3296,5
3297,1
3298,6
3299,7
3300,3
3301,1
3302,4
3303,5
3304,6
3305,2
3306,7
3307,6
3308,3
3309,6
3310,4
3311,4
3312,6
3313,7
3314,3
3315,6
3316,7
3317,4
3318,4
3319,3
3320,3
3321,6
3322,4
3323,6
3324,2
3325,7
3326,5
3327,3
3328,1
3329,6
3330,4
3331,1
3332,2
3333,7
3334,3
3335,7
3336,3
3337,7
3338,6
3339,4
3340,2
3341,7
3342,1
3343,7
3344,6
3345,3
3346,6
3347,5
3348,6
3349,3
3350,4
3351,6
3352,3
3353,6
3354,2
3355,5
3356,2
3357,5
3358,6
3359,6
3360,2
3361,1
3362,6
3363,2
3364,7
3365,5
3366,7
3367,5
3368,1
3369,5
3370,3
3371,5
3372,7
3373,6
3374,3
3375,4
3376,6
3377,6
3378,1
3379,6
3380,3
3381,7
3382,3
3383,4
3384,3
3385,3
3386,4
3387,7
3388,7
3389,4
3390,3
3391,6
3392,3
3393,7
3394,1
3395,6
3396,5
3397,4
3398,6
3399,6
3400,6
3401,7
3402,2
3403,2
3404,6
3405,7
3406,7
3407,4
3408,2
3409,3
3410,4
3411,4
3412,4
3413,3
3414,5
3415,4
3416,1
3417,7
3418,2
3419,7
3420,6
3421,1
3422,5
3423,7
3424,4
3425,5
3426,7
3427,1
3428,2
3429,7
3430,7
3431,7
3432,6
3433,1
3434,1
3435,4
3436,7
3437,3
3438,4
3439,4
3440,6
3441,7
3442,6
3443,6
3444,2
3445,2
3446,3
3447,1
3448,3
3449,7
3450,5
3451,7
3452,2
3453,2
3454,7
3455,3
3456,3
3457,6
3458,2
3459,3
3460,7
3461,3
3462,6
3463,5
3464,3
3465,7
3466,7
3467,1
3468,1
3469,4
3470,3
3471,6
3472,6
3473,5
3474,7
3475,6
3476,3
3477,7
3478,4
3479,6
3480,4
3481,6
3482,2
3483,7
3484,7
3485,3
3486,4
3487,7
3488,3
3489,2
3490,7
3491,6
3492,3
3493,4
3494,3
3495,6
3496,4
3497,6
3498,6
3499,7
3500,3
3501,4
3502,5
3503,7
3504,7
3505,3
3506,6
3507,7
3508,5
3509,7
3510,6
3511,3
3512,7
3513,4
3514,4
3515,3
3516,1
3517,1
3518,6
3519,6
3520,6
3521,7
3522,6
3523,7
3524,5
3525,2
3526,3
3527,3
3528,6
3529,5
3530,3
3531,7
3532,3
3533,3
3534,6
3535,3
3536,3
3537,4
3538,3
3539,4
3540,1
3541,2
3542,4
3543,7
3544,3
3545,2
3546,3
3547,6
3548,7
3549,4
3550,4
3551,6
3552,5
3553,5
3554,7
3555,3
3556,6
3557,6
3558,4
3559,6
3560,5
3561,6
3562,2
3563,7
3564,3
3565,4
3566,7
3567,6
3568,2
3569,3
3570,6
3571,5
3572,6
3573,3
3574,5
3575,3
3576,2
3577,4
3578,6
3579,3
3580,2
3581,7
3582,3
3583,4
3584,3
3585,5
3586,3
3587,3
3588,6
3589,3
3590,2
3591,3
3592,7
3593,6
3594,6
3595,4
3596,1
3597,7
3598,3
3599,5
3600,7
3601,3
3602,5
3603,7
3604,3
3605,6
3606,6
3607,6
3608,7
3609,7
3610,7
3611,7
3612,7
3613,7
3614,4
3615,7
3616,6
3617,5
3618,6
3619,3
3620,7
3621,6
3622,4
3623,2
3624,6
3625,2
3626,1
3627,5
3628,3
3629,7
3630,4
3631,3
3632,3
3633,7
3634,5
3635,5
3636,4
3637,7
3638,7
3639,7
3640,3
3641,3
3642,6
3643,3
3644,7
3645,5
3646,6
3647,7
3648,3
3649,2
3650,6
3651,4
3652,3
3653,4
3654,6
3655,3
3656,3
3657,6
3658,3
3659,3
3660,3
3661,3
3662,6
3663,3
3664,7
3665,7
3666,6
3667,5
3668,3
3669,6
3670,4
3671,2
3672,7
3673,5
3674,7
3675,3
3676,3
3677,6
3678,5
3679,6
3680,3
3681,5
3682,1
3683,3
3684,6
3685,7
3686,5
3687,6
3688,6
3689,6
3690,7
3691,4
3692,3
3693,6
3694,7
3695,6
3696,3
3697,5
3698,1
3699,5
3700,4
3701,3
3702,5
3703,5
3704,7
3705,1
3706,3
3707,6
3708,2
3709,4
3710,3
3711,5
3712,3
3713,6
3714,4
3715,2
3716,6
3717,7
3718,6
3719,1
3720,6
3721,5
3722,3
3723,6
3724,6
3725,6
3726,3
3727,7
3728,6
3729,7
3730,6
3731,7
3732,7
3733,4
3734,2
3735,6
3736,6
3737,3
3738,4
3739,6
3740,7
3741,5
3742,3
3743,2
3744,6
3745,3
3746,7
3747,1
3748,7
3749,3
3750,3
3751,3
3752,1
3753,5
3754,4
3755,3
3756,3
3757,6
3758,3
3759,7
3760,7
3761,1
3762,3
3763,3
3764,6
3765,7
3766,6
3767,6
3768,7
3769,3
3770,5
3771,3
3772,7
3773,6
3774,7
3775,6
3776,6
3777,2
3778,4
3779,3
3780,7
3781,7
3782,1
3783,7
3784,2
3785,4
3786,5
3787,4
3788,7
3789,7
3790,6
3791,7
3792,4
3793,5
3794,3
3795,6
3796,7
3797,3
3798,7
3799,6
3800,7
3801,7
3802,5
3803,7
3804,3
3805,6
3806,7
3807,3
3808,4
3809,6
3810,7
3811,3
3812,7
3813,7
3814,3
3815,7
3816,6
3817,7
3818,3
3819,6
3820,3
3821,2
3822,2
3823,2
3824,4
3825,6
3826,6
3827,6
3828,3
3829,7
3830,1
3831,3
3832,2
3833,7
3834,7
3835,7
3836,4
3837,7
3838,6
3839,3
3840,3
3841,6
3842,3
3843,4
3844,3
3845,6
3846,2
3847,3
3848,6
3849,5
3850,5
3851,6
3852,7
3853,6
3854,4
3855,7
3856,7
3857,3
3858,7
3859,2
3860,7
3861,7
3862,1
3863,1
3864,1
3865,7
3866,4
3867,2
3868,1
3869,6
3870,6
3871,5
3872,6
3873,1
3874,4
3875,5
3876,4
3877,3
3878,3
3879,5
3880,6
3881,5
3882,4
3883,5
3884,5
3885,2
3886,3
3887,3
3888,6
3889,6
3890,1
3891,3
3892,6
3893,1
3894,3
3895,2
3896,7
3897,3
3898,7
3899,7
3900,3
3901,6
3902,6
3903,4
3904,6
3905,7
3906,6
3907,7
3908,3
3909,7
3910,3
3911,1
3912,6
3913,5
3914,4
3915,5
3916,6
3917,3
3918,3
3919,3
3920,1
3921,7
3922,3
3923,5
3924,6
3925,3
3926,7
3927,3
3928,3
3929,2
3930,7
3931,1
3932,7
3933,7
3934,5
3935,2
3936,7
3937,4
3938,7
3939,3
3940,7
3941,4
3942,4
3943,6
3944,3
3945,3
3946,6
3947,4
3948,7
3949,5
3950,4
3951,5
3952,3
3953,4
3954,3
3955,6
3956,7
3957,6
3958,7
3959,3
3960,4
3961,6
3962,6
3963,3
3964,1
3965,4
3966,4
3967,4
3968,6
3969,7
3970,5
3971,3
3972,2
3973,7
3974,3
3975,7
3976,5
3977,5
3978,5
3979,3
3980,2
3981,4
3982,6
3983,5
3984,6
3985,4
3986,3
3987,3
3988,6
3989,7
3990,2
3991,7
3992,6
3993,6
3994,2
3995,2
3996,6
3997,1
3998,6
3999,3
4000,6
4001,7
4002,7
4003,7
4004,3
4005,2
4006,6
4007,7
4008,6
4009,7
4010,7
4011,4
4012,4
4013,6
4014,2
4015,5
4016,7
4017,3
4018,7
4019,3
4020,3
4021,7
4022,6
4023,5
4024,4
4025,6
4026,7
4027,3
4028,7
4029,4
4030,4
4031,7
4032,7
4033,2
4034,6
4035,3
4036,7
4037,2
4038,4
4039,5
4040,4
4041,1
4042,5
4043,1
4044,4
4045,7
4046,6
4047,7
4048,7
4049,7
4050,6
4051,4
4052,4
4053,1
4054,7
4055,7
4056,7
4057,4
4058,4
4059,1
4060,7
4061,4
4062,3
4063,6
4064,6
4065,6
4066,7
4067,2
4068,5
4069,4
4070,3
4071,6
4072,7
4073,7
4074,7
4075,7
4076,3
4077,4
4078,5
4079,4
4080,3
4081,5
4082,3
4083,4
4084,3
4085,7
4086,3
4087,3
4088,3
4089,7
4090,6
4091,3
4092,2
4093,7
4094,4
4095,2
4096,7
4097,7
4098,7
4099,6
4100,6
4101,7
4102,3
4103,3
4104,7
4105,4
4106,5
4107,6
4108,2
4109,3
4110,2
4111,4
4112,4
4113,3
4114,3
4115,6
4116,7
4117,7
4118,7
4119,7
4120,3
4121,7
4122,3
4123,3
4124,5
4125,6
4126,7
4127,4
4128,7
4129,7
4130,3
4131,7
4132,6
4133,5
4134,7
4135,7
4136,7
4137,7
4138,4
4139,2
4140,3
4141,7
4142,1
4143,4
4144,7
4145,4
4146,4
4147,5
4148,5
4149,3
4150,5
4151,7
4152,1
4153,4
4154,6
4155,1
4156,6
4157,5
4158,6
4159,1
4160,6
4161,3
4162,5
4163,4
4164,7
4165,4
4166,3
4167,5
4168,6
4169,2
4170,3
4171,6
4172,7
4173,4
4174,1
4175,3
4176,4
4177,6
4178,6
4179,3
4180,3
4181,7
4182,4
4183,7
4184,7
4185,1
4186,3
4187,6
4188,7
4189,7
4190,7
4191,7
4192,7
4193,4
4194,7
4195,6
4196,7
4197,7
4198,6
4199,3
4200,6
4201,3
4202,4
4203,7
4204,4
4205,3
4206,6
4207,5
4208,5
4209,4
4210,2
4211,4
4212,7
4213,3
4214,2
4215,3
4216,5
4217,7
4218,5
4219,3
4220,7
4221,3
4222,1
4223,7
4224,4
4225,2
4226,6
4227,3
4228,6
4229,7
4230,4
4231,4
4232,2
4233,6
4234,3
4235,5
4236,4
4237,7
4238,3
4239,6
4240,3
4241,5
4242,3
4243,6
4244,6
4245,6
4246,7
4247,3
4248,7
4249,2
4250,3
4251,7
4252,3
4253,6
4254,7
4255,7
4256,7
4257,5
4258,7
4259,3
4260,7
4261,6
4262,2
4263,3
4264,1
4265,5
4266,7
4267,3
4268,3
4269,4
4270,7
4271,7
4272,4
4273,1
4274,5
4275,3
4276,6
4277,5
4278,7
4279,7
4280,1
4281,6
4282,7
4283,7
4284,4
4285,3
4286,4
4287,3
4288,3
4289,7
4290,4
4291,6
4292,5
4293,1
4294,7
4295,7
4296,6
4297,6
4298,4
4299,3
4300,7
4301,4
4302,6
4303,6
4304,6
4305,4
4306,1
4307,5
4308,4
4309,4
4310,4
4311,4
4312,6
4313,3
4314,4
4315,2
4316,6
4317,3
4318,7
4319,3
4320,6
4321,4
4322,2
4323,1
4324,7
4325,1
4326,3
4327,2
4328,6
4329,4
4330,4
4331,5
4332,7
4333,4
4334,6
4335,7
4336,6
4337,6
4338,3
4339,7
4340,5
4341,7
4342,7
4343,4
4344,6
4345,7
4346,7
4347,3
4348,4
4349,5
4350,3
4351,5
4352,7
4353,7
4354,4
4355,4
4356,3
4357,3
4358,5
4359,1
4360,6
4361,3
4362,4
4363,4
4364,3
4365,6
4366,7
4367,7
4368,3
4369,4
4370,2
4371,3
4372,3
4373,7
4374,7
4375,3
4376,6
4377,7
4378,6
4379,6
4380,6
4381,3
4382,7
4383,7
4384,7
4385,4
4386,7
4387,7
4388,4
4389,5
4390,3
4391,1
4392,3
4393,6
4394,5
4395,3
4396,3
4397,6
4398,3
4399,1
4400,5
4401,4
4402,4
4403,2
4404,6
4405,6
4406,4
4407,1
4408,2
4409,7
4410,4
4411,6
4412,5
4413,3
4414,7
4415,7
4416,6
4417,6
4418,6
4419,7
4420,4
4421,1
4422,1
4423,4
4424,6
4425,3
4426,4
4427,3
4428,3
4429,7
4430,7
4431,7
4432,3
4433,3
4434,7
4435,7
4436,1
4437,7
4438,2
4439,4
4440,6
4441,2
4442,4
4443,6
4444,2
4445,7
4446,4
4447,2
4448,1
4449,4
4450,3
4451,7
4452,7
4453,7
4454,7
4455,2
4456,6
4457,5
4458,4
4459,5
4460,7
4461,2
4462,4
4463,1
4464,2
4465,6
4466,7
4467,7
4468,7
4469,2
4470,7
4471,4
4472,5
4473,3
4474,7
4475,3
4476,7
4477,6
4478,6
4479,2
4480,7
4481,3
4482,6
4483,6
4484,7
4485,4
4486,6
4487,4
4488,5
4489,6
4490,4
4491,2
4492,7
4493,3
4494,6
4495,3
4496,3
4497,7
4498,7
4499,3
4500,3
4501,5
4502,5
4503,4
4504,6
4505,5
4506,3
4507,7
4508,2
4509,4
4510,7
4511,6
4512,6
4513,7
4514,3
4515,6
4516,5
4517,3
4518,5
4519,7
4520,6
4521,7
4522,3
4523,6
4524,6
4525,6
4526,7
4527,1
4528,2
4529,4
4530,5
4531,3
4532,4
4533,3
4534,7
4535,7
4536,7
4537,2
4538,7
4539,2
4540,7
4541,3
4542,3
4543,1
4544,2
4545,5
4546,4
4547,3
4548,6
4549,5
4550,2
4551,4
4552,3
4553,7
4554,3
4555,3
4556,6
4557,6
4558,6
4559,3
4560,2
4561,3
4562,5
